lind	locus	pvalue	qvalue	outlier	PC
505	L773	0.936550097199578	0.999724242884966	0	0
506	L774	NA	NA	0	0
507	L775	0.942240347736835	0.999724242884966	0	0
508	L776	1.91706682636374e-29	3.92817844043589e-28	1	2
509	L777	0.602730283370925	0.999724242884966	0	0
510	L778	0.986214228825467	0.999724242884966	0	0
511	L779	0.961070904019196	0.999724242884966	0	0
512	L780	0.5713698982338	0.999724242884966	0	0
513	L781	NA	NA	0	0
514	L782	0.00790522776115232	0.0397745005292552	1	1
515	L783	3.30613026901792e-24	5.58011846085045e-23	1	2
516	L784	NA	NA	0	0
517	L785	0.481566211384075	0.992667950532023	0	0
518	L786	0.899264264855093	0.999724242884966	0	0
519	L787	0.77648941800241	0.999724242884966	0	0
520	L789	0.723297121918836	0.999724242884966	0	0
521	L790	7.45167710669701e-12	6.65195691785087e-11	1	2
522	L791	0.28799921893542	0.774003545143004	0	0
523	L792	1.52741432059786e-08	1.19443524908679e-07	1	2
524	L793	0.601458924895475	0.999724242884966	0	0
525	L794	0.897747482942082	0.999724242884966	0	0
526	L795	0.0150549106419281	0.0717384141818573	0	0
527	L796	0.0216552877498117	0.0988655491173747	0	0
528	L797	NA	NA	0	0
529	L798	0.976989666571586	0.999724242884966	0	0
530	L799	NA	NA	0	0
531	L800	0.87265032983097	0.999724242884966	0	0
532	L801	2.59084071224049e-32	5.85035064533993e-31	1	2
533	L802	0.960150182227934	0.999724242884966	0	0
534	L803	0.635477203944454	0.999724242884966	0	0
535	L804	7.62750494278789e-05	0.000495552536496102	1	2
536	L805	0.471337785429967	0.986148748901999	0	0
537	L806	0.925622545725977	0.999724242884966	0	0
538	L807	0.644296234470194	0.999724242884966	0	0
539	L808	0.27010310236157	0.745858006616549	0	0
540	L809	7.37325832709269e-09	5.83679893811219e-08	1	2
541	L810	1.69049388743206e-07	1.26530354460562e-06	1	2
542	L812	0.231251762217423	0.675276131466253	0	0
543	L813	2.39458820729648e-17	2.72484379109257e-16	1	2
544	L814	0.852281633739596	0.999724242884966	0	0
545	L815	NA	NA	0	0
546	L816	0.839820552708688	0.999724242884966	0	0
547	L817	0.25977696148158	0.727847162680822	0	0
548	L818	0.96478604134446	0.999724242884966	0	0
549	L819	2.4741456989457e-54	1.06019126177264e-52	1	2
550	L820	0.934266993207337	0.999724242884966	0	0
551	L821	0.771847840169955	0.999724242884966	0	0
552	L822	0.513692375840688	0.999724242884966	0	0
553	L823	0.733163316865216	0.999724242884966	0	0
554	L824	0.998169617428602	0.999724242884966	0	0
555	L825	0.615129882957001	0.999724242884966	0	0
556	L826	0.369537210066975	0.89008574468031	0	0
557	L827	0.00891551891821665	0.0444203746875792	1	1
558	L828	0.948444854437261	0.999724242884966	0	0
559	L829	0.893035680485309	0.999724242884966	0	0
560	L830	0.986680817064219	0.999724242884966	0	0
561	L831	0.000213227475155184	0.00132039936147415	1	2
562	L832	1.59393921631591e-13	1.5201036126622e-12	1	2
563	L833	0.992245627035713	0.999724242884966	0	0
564	L835	0.775001587344473	0.999724242884966	0	0
565	L836	0.603279109543066	0.999724242884966	0	0
566	L837	5.81427348398782e-12	5.22112744484612e-11	1	2
567	L838	0.738955643968491	0.999724242884966	0	0
568	L839	4.74853969474355e-21	6.52501318262065e-20	1	2
569	L840	0.91275875145584	0.999724242884966	0	0
570	L841	0.351488876566406	0.866675100985571	0	0
571	L842	0.20676071593672	0.627705809402718	0	0
572	L843	0.834927339083454	0.999724242884966	0	0
573	L844	1.16658027656647e-21	1.67179372252527e-20	1	2
574	L845	0.837249942573005	0.999724242884966	0	0
575	L846	0.830172783085383	0.999724242884966	0	0
576	L848	0.969842702408284	0.999724242884966	0	0
577	L850	0.00431528271526803	0.0224363711730992	1	1
578	L851	0.977536370954712	0.999724242884966	0	0
579	L853	0.158560736823967	0.521710161532523	0	0
580	L854	0.970629251676022	0.999724242884966	0	0
581	L855	0.264469384619459	0.736504531957325	0	0
582	L856	0.0293159366834205	0.129074804462464	0	0
