lind	locus	pvalue	qvalue	outlier	PC
206	L441	0.4523076329916	0.977782934914601	0	0
207	L442	0.49864231635964	0.977782934914601	0	0
208	L443	0.448733205636628	0.977782934914601	0	0
209	L444	0.350595622401093	0.977782934914601	0	0
210	L445	0.728416499070505	0.977782934914601	0	0
211	L447	0.504270874181044	0.977782934914601	0	0
212	L448	NA	NA	0	0
213	L449	0.354634330919159	0.977782934914601	0	0
214	L450	0.24753968496041	0.971594661367085	0	0
215	L451	0.402115577557	0.977782934914601	0	0
216	L452	0.465617616417478	0.977782934914601	0	0
217	L453	0.0972420637355145	0.55883576239723	0	0
218	L454	0.520658417797389	0.977782934914601	0	0
219	L457	NA	NA	0	0
220	L458	0.00205313932789438	0.0207475132081958	1	1
221	L459	NA	NA	0	0
222	L460	0.436713872246249	0.977782934914601	0	0
223	L461	0.665951175026454	0.977782934914601	0	0
224	L462	0.292945395322843	0.977782934914601	0	0
225	L463	0.445159104429138	0.977782934914601	0	0
226	L464	0.852700059785008	0.977782934914601	0	0
227	L465	NA	NA	0	0
228	L466	NA	NA	0	0
229	L467	0.71185608917154	0.977782934914601	0	0
230	L468	0.932665594701636	0.999848895600788	0	0
231	L469	NA	NA	0	0
232	L470	NA	NA	0	0
233	L471	0.184634909269397	0.845937029259073	0	0
234	L472	NA	NA	0	0
235	L473	0.0656373724815273	0.407982466191743	0	0
236	L474	0.743226022809089	0.977782934914601	0	0
237	L476	0.676141709033016	0.977782934914601	0	0
238	L477	NA	NA	0	0
239	L478	0.84585324871708	0.977782934914601	0	0
240	L479	0.661443148914377	0.977782934914601	0	0
241	L480	0.48543762614785	0.977782934914601	0	0
242	L481	NA	NA	0	0
243	L482	0.846447804003677	0.977782934914601	0	0
244	L483	0.415951471567467	0.977782934914601	0	0
245	L484	NA	NA	0	0
246	L485	0.826996156393263	0.977782934914601	0	0
247	L486	0.813087320566435	0.977782934914601	0	0
248	L487	0.698069283477105	0.977782934914601	0	0
249	L488	0.330870344685843	0.977782934914601	0	0
250	L489	0.165896790873731	0.798510426100263	0	0
251	L490	0.691993334146463	0.977782934914601	0	0
252	L491	0.809730943522085	0.977782934914601	0	0
253	L492	0.672654286621195	0.977782934914601	0	0
254	L493	0.934266382079004	0.999999909923171	0	0
255	L494	0.405291949389912	0.977782934914601	0	0
256	L495	NA	NA	0	0
257	L496	NA	NA	0	0
258	L497	0.135587688113084	0.709309549496598	0	0
259	L498	NA	NA	0	0
260	L499	NA	NA	0	0
261	L500	0.399148266971202	0.977782934914601	0	0
262	L502	0.185941588773999	0.848611536451852	0	0
263	L503	0.10736943037999	0.602377796653561	0	0
264	L504	0.760311159250004	0.977782934914601	0	0
265	L505	0.510391597390105	0.977782934914601	0	0
266	L506	NA	NA	0	0
267	L507	0.663523271796696	0.977782934914601	0	0
268	L508	0.0141608469365377	0.118973755311491	0	0
269	L509	NA	NA	0	0
270	L510	0.285876181370883	0.977782934914601	0	0
271	L511	0.809716449625251	0.977782934914601	0	0
272	L512	0.342111247315103	0.977782934914601	0	0
273	L513	0.025345234653351	0.189174741123981	0	0
274	L514	0.606220469026748	0.977782934914601	0	0
275	L515	0.213074062179372	0.915070416319516	0	0
276	L516	0.602972574578864	0.977782934914601	0	0
277	L517	NA	NA	0	0
278	L518	0.155303134929619	0.770133354034548	0	0
279	L519	0.0919321189823848	0.53469874458173	0	0
280	L520	0.451413899462132	0.977782934914601	0	0
281	L521	0.497348885148457	0.977782934914601	0	0
282	L522	0.394472875088032	0.977782934914601	0	0
283	L523	0.518328599970037	0.977782934914601	0	0
284	L524	0.845993861724754	0.977782934914601	0	0
285	L525	NA	NA	0	0
286	L526	0.818558307167743	0.977782934914601	0	0
287	L527	0.00887968169387456	0.0799654569125496	0	0
288	L528	0.215220419136214	0.919628674022094	0	0
289	L529	0.509593968110428	0.977782934914601	0	0
290	L530	0.113232287890768	0.625106984714847	0	0
291	L531	7.09134610981188e-06	0.000111611621380517	1	2
292	L533	0.181206584653873	0.83842897758776	0	0
293	L534	NA	NA	0	0
294	L535	0.0368467570533764	0.253228426818748	0	0
295	L536	0.305806096218547	0.977782934914601	0	0
296	L537	0.381469827374488	0.977782934914601	0	0
297	L538	0.835915380087525	0.977782934914601	0	0
298	L539	NA	NA	0	0
299	L540	0.829899406587469	0.977782934914601	0	0
300	L541	0.336505178781089	0.977782934914601	0	0
301	L542	NA	NA	0	0
302	L545	NA	NA	0	0
303	L546	0.439069221033644	0.977782934914601	0	0
304	L547	1.32200883601043e-09	3.78438641425325e-08	1	2
305	L548	0.68979453341421	0.977782934914601	0	0
306	L549	0.726989607710862	0.977782934914601	0	0
307	L550	0.643958731513639	0.977782934914601	0	0
308	L551	0.82330257029042	0.977782934914601	0	0
309	L552	NA	NA	0	0
310	L554	0.374844548865296	0.977782934914601	0	0
311	L556	NA	NA	0	0
312	L557	0.299922436921295	0.977782934914601	0	0
313	L558	0.44163545673773	0.977782934914601	0	0
314	L560	0.454040694286228	0.977782934914601	0	0
315	L561	NA	NA	0	0
316	L562	0.366356271479603	0.977782934914601	0	0
317	L563	NA	NA	0	0
318	L565	NA	NA	0	0
319	L566	0.177074677998642	0.828111857059454	0	0
320	L567	NA	NA	0	0
321	L568	0.772744490608163	0.977782934914601	0	0
322	L569	2.54742045086453e-08	6.27857840485419e-07	1	2
323	L570	0.585033372353389	0.977782934914601	0	0
324	L571	0.0147723284771026	0.123080306697739	0	0
325	L572	NA	NA	0	0
326	L573	0.221596921742171	0.933132238957977	0	0
327	L574	NA	NA	0	0
328	L575	0.989034374643832	0.999999909923171	0	0
329	L576	0.997164509512698	0.999999909923171	0	0
330	L577	0.859528919158993	0.977782934914601	0	0
331	L578	3.54514020104226e-07	7.40749914843133e-06	1	2
332	L579	NA	NA	0	0
333	L581	1.95264122275167e-13	9.83451996711101e-12	1	2
334	L582	0.846042455074527	0.977782934914601	0	0
335	L584	0.756406993765274	0.977782934914601	0	0
336	L585	0.271414017599379	0.977782934914601	0	0
337	L586	0.332814584436774	0.977782934914601	0	0
338	L588	0.841195754953571	0.977782934914601	0	0
339	L591	0.125103128570654	0.669270924274531	0	0
340	L592	0.833663921350905	0.977782934914601	0	0
341	L593	0.196943349406284	0.877081790142367	0	0
342	L594	0.00195120599975095	0.0197634249208234	1	1
343	L595	0.443634313148762	0.977782934914601	0	0
344	L596	0.0206916562754582	0.160615688828394	0	0
345	L597	0.585197508591484	0.977782934914601	0	0
346	L598	NA	NA	0	0
347	L599	0.664650101654474	0.977782934914601	0	0
348	L600	0.709783989064089	0.977782934914601	0	0
349	L601	NA	NA	0	0
350	L602	0.745067209956501	0.977782934914601	0	0
351	L604	0.724075953686816	0.977782934914601	0	0
352	L605	0.168927796451435	0.806952409935433	0	0
353	L606	NA	NA	0	0
354	L607	0.580522061585094	0.977782934914601	0	0
355	L608	0.534740338651548	0.977782934914601	0	0
356	L609	2.47458286750684e-05	0.000345465060877872	1	2
357	L610	0.794174225883777	0.977782934914601	0	0
358	L611	NA	NA	0	0
359	L612	0.609817584507985	0.977782934914601	0	0
360	L613	0.897519832282961	0.985236250284207	0	0
361	L614	4.49481666564823e-15	2.86612603237812e-13	1	2
362	L615	5.99903371168663e-06	9.63393805677143e-05	1	2
363	L616	0.00585883926160542	0.0551479907961299	0	0
364	L617	0.0822708231447824	0.49040748643696	0	0
365	L618	0.704061622428618	0.977782934914601	0	0
366	L619	0.52210282950764	0.977782934914601	0	0
367	L620	0.818736452731386	0.977782934914601	0	0
368	L621	0.98867914626943	0.999999909923171	0	0
369	L622	0.832677760755467	0.977782934914601	0	0
370	L623	0.21488922590923	0.919242400216303	0	0
371	L624	0.762800937775434	0.977782934914601	0	0
372	L625	0.0228844782823145	0.174761436715194	0	0
373	L626	0.351412313615391	0.977782934914601	0	0
374	L627	0.140470234114614	0.724813893979373	0	0
375	L628	NA	NA	0	0
376	L629	0.977628437398138	0.999999909923171	0	0
377	L630	0.431777276313584	0.977782934914601	0	0
378	L632	0.001570245167682	0.0160686572636292	1	2
379	L633	0.151808936558034	0.759853689077457	0	0
380	L634	0.678088775090138	0.977782934914601	0	0
381	L635	0.528344074370925	0.977782934914601	0	0
382	L636	NA	NA	0	0
383	L637	0.723603531984939	0.977782934914601	0	0
384	L638	0.25001129867216	0.975049184261316	0	0
385	L639	0.931849607623428	0.999402449283381	0	0
386	L640	0.474167797081817	0.977782934914601	0	0
387	L641	NA	NA	0	0
388	L643	NA	NA	0	0
389	L644	NA	NA	0	0
390	L646	0.325073929146368	0.977782934914601	0	0
391	L647	0.582095934056017	0.977782934914601	0	0
392	L648	NA	NA	0	0
393	L649	0.0942977605443426	0.545173144973714	0	0
394	L652	NA	NA	0	0
395	L653	0.87021693520017	0.977782934914601	0	0
396	L654	0.401159751212431	0.977782934914601	0	0
397	L655	NA	NA	0	0
398	L656	0.799057391904678	0.977782934914601	0	0
399	L657	0.706436827004423	0.977782934914601	0	0
400	L658	0.492839152279229	0.977782934914601	0	0
401	L659	NA	NA	0	0
402	L660	NA	NA	0	0
403	L661	NA	NA	0	0
404	L662	NA	NA	0	0
405	L663	0.792611935176852	0.977782934914601	0	0
406	L664	0.450553078069052	0.977782934914601	0	0
407	L665	0.00154236956355431	0.0158020126983017	1	2
408	L666	0.854610416993624	0.977782934914601	0	0
409	L668	0.871092784028977	0.977782934914601	0	0
410	L669	0.512434033309435	0.977782934914601	0	0
411	L670	NA	NA	0	0
412	L671	0.641379674841292	0.977782934914601	0	0
413	L672	0.409389156265481	0.977782934914601	0	0
414	L673	NA	NA	0	0
415	L674	0.794765308165616	0.977782934914601	0	0
416	L675	0.130817780234706	0.692487357001753	0	0
417	L676	0.81710361533439	0.977782934914601	0	0
418	L678	0.25911079563225	0.977782934914601	0	0
419	L679	0.468900505254683	0.977782934914601	0	0
420	L680	3.2732417871133e-07	6.88153046495833e-06	1	2
421	L681	0.351447079361472	0.977782934914601	0	0
422	L682	0.718177241270516	0.977782934914601	0	0
423	L684	NA	NA	0	0
424	L685	0.989911433874487	0.999999909923171	0	0
425	L687	0.2811720145294	0.977782934914601	0	0
426	L688	0.912885571240912	0.991846750406264	0	0
427	L689	0.481860712998587	0.977782934914601	0	0
428	L690	NA	NA	0	0
429	L691	0.9915903730982	0.999999909923171	0	0
430	L692	2.0881847694875e-16	1.72782374069595e-14	1	2
431	L693	0.56246499611735	0.977782934914601	0	0
432	L694	0.389033721883171	0.977782934914601	0	0
433	L695	0.334992130781608	0.977782934914601	0	0
434	L697	0.618708355437387	0.977782934914601	0	0
435	L699	0.24061030134051	0.9635345326154	0	0
436	L700	0.847424957906495	0.977782934914601	0	0
437	L701	0.85461676325779	0.977782934914601	0	0
438	L702	0.795658685750656	0.977782934914601	0	0
439	L703	4.76874041114151e-12	1.93150660568753e-10	1	2
440	L704	0.0392836249815054	0.266585537074258	0	0
441	L706	0.364218249417393	0.977782934914601	0	0
442	L707	0.312864240678536	0.977782934914601	0	0
443	L708	0.00358809711706834	0.0349967867000727	1	2
444	L709	0.834080267495013	0.977782934914601	0	0
445	L710	0.084688328285549	0.501890993277524	0	0
446	L711	0.850627584807766	0.977782934914601	0	0
447	L713	0.523512425168896	0.977782934914601	0	0
448	L714	0.516147928290407	0.977782934914601	0	0
449	L715	0.0235894625636392	0.178713853746546	0	0
450	L716	0.618618949961667	0.977782934914601	0	0
451	L717	0.568827456086982	0.977782934914601	0	0
452	L719	0.361500439699719	0.977782934914601	0	0
453	L720	0.465346008074752	0.977782934914601	0	0
454	L721	8.22657046312825e-10	2.42897006571481e-08	1	2
455	L722	0.78039479107071	0.977782934914601	0	0
456	L723	0.432377255160685	0.977782934914601	0	0
457	L724	NA	NA	0	0
458	L725	0.289484482113965	0.977782934914601	0	0
459	L726	0.987189207234566	0.999999909923171	0	0
460	L727	NA	NA	0	0
461	L728	0.860450650215415	0.977782934914601	0	0
462	L729	NA	NA	0	0
463	L730	0.613667013092216	0.977782934914601	0	0
464	L731	0.343801885048966	0.977782934914601	0	0
465	L732	0.819230453265942	0.977782934914601	0	0
466	L734	0.718796095099209	0.977782934914601	0	0
467	L735	0.878450475110087	0.979102215325373	0	0
468	L736	0.34394594038983	0.977782934914601	0	0
469	L737	NA	NA	0	0
470	L738	0.299102937431534	0.977782934914601	0	0
471	L739	NA	NA	0	0
472	L740	0.395229552636042	0.977782934914601	0	0
473	L741	0.6885447992329	0.977782934914601	0	0
474	L742	0.142318202706406	0.730534976487701	0	0
475	L743	NA	NA	0	0
476	L744	1.33410541205062e-16	1.15907078198958e-14	1	2
477	L745	NA	NA	0	0
478	L746	0.690634795859837	0.977782934914601	0	0
479	L747	0.318444971397646	0.977782934914601	0	0
480	L748	0.322995368426981	0.977782934914601	0	0
481	L749	0.370811001750716	0.977782934914601	0	0
482	L750	0.19715941142556	0.877520986918681	0	0
483	L751	0.837486082046458	0.977782934914601	0	0
484	L752	NA	NA	0	0
485	L753	0.737681964688823	0.977782934914601	0	0
486	L754	0.22038621313119	0.930263777327235	0	0
487	L755	0.800403080929968	0.977782934914601	0	0
488	L756	0.801563853913556	0.977782934914601	0	0
489	L757	0.609951465413974	0.977782934914601	0	0
490	L758	0.619734908632744	0.977782934914601	0	0
491	L759	0.864377708524912	0.977782934914601	0	0
492	L760	NA	NA	0	0
493	L761	0.475000995284578	0.977782934914601	0	0
494	L762	NA	NA	0	0
495	L763	0.327976733585504	0.977782934914601	0	0
496	L764	NA	NA	0	0
497	L765	0.917565979933339	0.993929709327455	0	0
498	L766	0.392254560568114	0.977782934914601	0	0
499	L767	0.464298510437448	0.977782934914601	0	0
500	L768	0.501220172614129	0.977782934914601	0	0
501	L769	0.850039574920415	0.977782934914601	0	0
502	L770	0.579048182665771	0.977782934914601	0	0
503	L771	0.300486725331274	0.977782934914601	0	0
504	L772	0.495826748312971	0.977782934914601	0	0
505	L773	0.847636286158173	0.977782934914601	0	0
506	L774	NA	NA	0	0
507	L775	0.836845640807333	0.977782934914601	0	0
508	L776	1.28496698339052e-09	3.68746264300474e-08	1	2
509	L777	0.562912814966389	0.977782934914601	0	0
510	L778	0.944456875211136	0.999999909923171	0	0
511	L779	0.870220999430113	0.977782934914601	0	0
512	L780	0.410426759941256	0.977782934914601	0	0
513	L781	NA	NA	0	0
514	L782	0.0149082306817175	0.123974834326644	0	0
515	L783	3.44036234057066e-08	8.34329881783053e-07	1	2
516	L784	NA	NA	0	0
517	L785	0.476851444817373	0.977782934914601	0	0
518	L786	0.776710448868824	0.977782934914601	0	0
519	L787	0.647837775594987	0.977782934914601	0	0
520	L789	0.619387595932464	0.977782934914601	0	0
521	L790	0.000305480801849698	0.00342785561055237	1	2
522	L791	0.593511696733935	0.977782934914601	0	0
523	L792	0.003203884837312	0.0315563068867456	1	2
524	L793	0.48056860169836	0.977782934914601	0	0
525	L794	0.778971920909445	0.977782934914601	0	0
526	L795	0.611801181186672	0.977782934914601	0	0
527	L796	0.042023794213573	0.281561490765547	0	0
528	L797	NA	NA	0	0
529	L798	0.893340117521911	0.983256976123439	0	0
530	L799	NA	NA	0	0
531	L800	0.767377827632366	0.977782934914601	0	0
532	L801	1.36321144833357e-10	4.45666267662164e-09	1	2
533	L802	0.921726175287479	0.995526505100417	0	0
534	L803	0.518065046048267	0.977782934914601	0	0
535	L804	0.274240167254983	0.977782934914601	0	0
536	L805	0.57282870143174	0.977782934914601	0	0
537	L806	0.936752355078407	0.999999909923171	0	0
538	L807	0.493705838660333	0.977782934914601	0	0
539	L808	0.579112331799313	0.977782934914601	0	0
540	L809	0.00112781569360785	0.0117840802718761	1	2
541	L810	0.0039793055458003	0.0385527812455122	1	2
542	L812	0.506699256911455	0.977782934914601	0	0
543	L813	0.0285942762129604	0.207671533323469	0	0
544	L814	0.750099510693645	0.977782934914601	0	0
545	L815	NA	NA	0	0
546	L816	0.851657581642938	0.977782934914601	0	0
547	L817	0.195701228284531	0.87394102870008	0	0
548	L818	0.939740108178997	0.999999909923171	0	0
549	L819	3.7223535755174e-16	2.90043119857355e-14	1	2
550	L820	0.830159476560812	0.977782934914601	0	0
551	L821	0.55179044127303	0.977782934914601	0	0
552	L822	0.371270252239251	0.977782934914601	0	0
553	L823	0.607066782773118	0.977782934914601	0	0
554	L824	0.995536787320651	0.999999909923171	0	0
555	L825	0.445228305962746	0.977782934914601	0	0
556	L826	0.699398351956596	0.977782934914601	0	0
557	L827	0.297614645571624	0.977782934914601	0	0
558	L828	0.855614567671344	0.977782934914601	0	0
559	L829	0.7456488856119	0.977782934914601	0	0
560	L830	0.940302420724637	0.999999909923171	0	0
561	L831	0.0157132832938871	0.129308079807995	0	0
562	L832	2.87825931526036e-05	0.000397398759332253	1	2
563	L833	0.987910576775744	0.999999909923171	0	0
564	L835	0.645411004176096	0.977782934914601	0	0
565	L836	0.492400650272316	0.977782934914601	0	0
566	L837	6.49592257435258e-05	0.000834243537708429	1	2
567	L838	0.716704154566671	0.977782934914601	0	0
568	L839	4.25386859942216e-08	1.01881765380509e-06	1	2
569	L840	0.829751713253362	0.977782934914601	0	0
570	L841	0.293199071923798	0.977782934914601	0	0
571	L842	0.593101793774448	0.977782934914601	0	0
572	L843	0.858864341308985	0.977782934914601	0	0
573	L844	1.37454857291528e-06	2.60317776599193e-05	1	2
574	L845	0.74121178158786	0.977782934914601	0	0
575	L846	0.84114844314169	0.977782934914601	0	0
576	L848	0.894212732106177	0.983765373751405	0	0
577	L850	0.0237845305560884	0.179686957801127	0	0
578	L851	0.977674906472839	0.999999909923171	0	0
579	L853	0.555576980321721	0.977782934914601	0	0
580	L854	0.994390952855735	0.999999909923171	0	0
581	L855	0.527167553758924	0.977782934914601	0	0
582	L856	0.215764375066807	0.921046992055238	0	0
583	L857	NA	NA	0	0
584	L858	3.32335307916048e-06	5.78333331031472e-05	1	2
585	L859	0.835132174259599	0.977782934914601	0	0
586	L860	0.57125807269683	0.977782934914601	0	0
587	L861	0.0279629761130939	0.203979933338952	0	0
588	L862	NA	NA	0	0
589	L863	0.549477867493835	0.977782934914601	0	0
590	L864	0.367023228143102	0.977782934914601	0	0
591	L865	0.930796130190544	0.999043397256835	0	0
