locus_p	pvalues_p	_q	Comp.1_outl	never_outl	efs1
L408	0.423728487533281	0.997307328883371	0	0	0.0576428985920387
L409	0.232017320131829	0.997307328883371	0	0	-0.0780679136130172
L410	0.218647862626732	0.997307328883371	0	0	0.0702390755584271
L412	0.687478450485907	0.99892694688171	0	0	0.0204922131480745
L413	0.454999778227446	0.997307328883371	0	0	-0.0395804033076852
L414	0.957905863971503	0.999260389225606	0	0	0.00205439783189217
L415	0.36675392029878	0.997307328883371	0	0	-0.0445511880346398
L416	0.569638751832951	0.998133664860659	0	0	-0.0305861749948813
L418	0.65200034444292	0.998190750915127	0	0	-0.0184504669687016
L419	0.844970982385155	0.999260389225606	0	0	0.00761928826153681
L420	0.675309208195691	0.99877990475628	0	0	-0.0203305781391319
L421	0.387357555692417	0.997307328883371	0	0	-0.0397203548717802
L422	0.227521938758605	0.997307328883371	0	0	0.0427024681675984
L423	0.809003577724988	0.999260389225606	0	0	-0.0095585107711758
L424	0.333625859968035	0.997307328883371	0	0	0.0532066354655353
L425	0.706090577952144	0.999019844983242	0	0	-0.0153986012378294
L426	0.218842689341092	0.997307328883371	0	0	-0.0660613317684051
L427	0.920335950283965	0.999260389225606	0	0	0.00375789327573406
L428	0.284479817211093	0.997307328883371	0	0	0.0589365682188876
L430	0.602779350322079	0.998190750915127	0	0	0.0151421819312432
L431	0.909257917154447	0.999260389225606	0	0	0.00592671871608304
L432	0.470565620802161	0.997307328883371	0	0	-0.0214479941541836
L433	0.13678245325927	0.997307328883371	0	0	0.035736411526793
L434	0.332065999148725	0.997307328883371	0	0	-0.041161297631366
L435	0.893870069749814	0.999260389225606	0	0	-0.00546099683434637
L436	0.867093410831554	0.999260389225606	0	0	0.00889352554427318
L437	0.146467078742643	0.997307328883371	0	0	0.0739404521785025
L438	0.570758393813122	0.998190750915127	0	0	-0.0170538663771705
L439	0.586522672202301	0.998190750915127	0	0	0.0265924501209872
L440	0.546567343218637	0.997307328883371	0	0	-0.018420195432182
L441	0.371427622209492	0.997307328883371	0	0	-0.0368990234146211
L442	0.336402085123433	0.997307328883371	0	0	-0.0403254448746345
L443	0.722651581092161	0.999019844983242	0	0	-0.0233071134898792
L444	0.71956470588381	0.999019844983242	0	0	0.0117159095708949
L445	0.283826100685063	0.997307328883371	0	0	-0.0591582810480919
L447	0.559414606462346	0.997307328883371	0	0	-0.0271270820417952
L448	0.522837051829366	0.997307328883371	0	0	0.0261185962585753
L449	0.160946826412015	0.997307328883371	0	0	0.109880691520944
L450	0.288092693565656	0.997307328883371	0	0	0.0609026162319151
L451	0.921560814929046	0.999260389225606	0	0	0.0044771328150341
L452	0.955632335342545	0.999260389225606	0	0	-0.00239564824187733
L453	0.913049717008068	0.999260389225606	0	0	-0.00613860892179649
L454	0.0609857519014015	0.927981540858946	0	0	0.0848664253345389
L457	0.248766565702667	0.997307328883371	0	0	0.0561280161798477
L458	0.872750826848771	0.999260389225606	0	0	0.0095749220717291
L459	0.446441015520039	0.997307328883371	0	0	0.0397371981067555
L460	0.0843917800499904	0.965194045820535	0	0	-0.0641861451662077
L461	0.166350305370129	0.997307328883371	0	0	-0.0600040502234097
L462	0.468853989027742	0.997307328883371	0	0	-0.0477510597326224
L463	0.0589464953568523	0.917084929894734	0	0	-0.057125150129869
L464	0.309592555243819	0.997307328883371	0	0	0.0629925000713987
L465	0.096659668548966	0.982395395717162	0	0	-0.0470557517762687
L466	0.488624050292487	0.997307328883371	0	0	0.0247278980872601
L467	0.570086709352514	0.998190750915127	0	0	0.0310707265466812
L468	0.980090908466647	0.999260389225606	0	0	0.00124193494172976
L469	0.609185156347408	0.998190750915127	0	0	-0.0274019598704494
L470	0.949530237841116	0.999260389225606	0	0	0.00362895127623915
L471	0.786436276067939	0.999260389225606	0	0	-0.0160864513721081
L472	0.774258451672639	0.999260389225606	0	0	0.0221368857349138
L473	0.366642192748915	0.997307328883371	0	0	0.0213253200745562
L474	0.935875364633226	0.999260389225606	0	0	-0.004370165021672
L476	0.906262465475094	0.999260389225606	0	0	-0.00484706235866963
L477	0.228747338198718	0.997307328883371	0	0	0.0989948718090305
L478	0.617784607508167	0.998190750915127	0	0	-0.020287936190901
L479	0.779962432839198	0.999260389225606	0	0	0.0176832866297172
L480	0.536376667151403	0.997307328883371	0	0	-0.0242114571085677
L481	0.76559930264984	0.999019844983242	0	0	-0.0128056392754739
L482	0.195204385993001	0.997307328883371	0	0	-0.0524282764299453
L483	0.907094567702502	0.999260389225606	0	0	0.00668971556010303
L484	0.655938090897607	0.998190750915127	0	0	-0.0176172334562292
L485	0.450210674093837	0.997307328883371	0	0	0.0353463728137167
L486	0.898455812373129	0.999260389225606	0	0	-0.00614097864042659
L487	0.346236937559084	0.997307328883371	0	0	-0.0365392456429567
L488	0.203624916569571	0.997307328883371	0	0	0.0453029756469215
L489	0.627525308288498	0.998190750915127	0	0	0.0339629471445831
L490	0.235065080211913	0.997307328883371	0	0	-0.0512414746395713
L491	0.736845444427809	0.999019844983242	0	0	0.0148140491483011
L492	0.677355956630946	0.99877990475628	0	0	-0.0202817003271334
L493	0.865361962616128	0.999260389225606	0	0	-0.0115368007306008
L494	0.634929232582528	0.998190750915127	0	0	0.0291371698632142
L495	0.429534121983694	0.997307328883371	0	0	-0.0325191461955256
L496	0.780241696583044	0.999260389225606	0	0	-0.0106864484072735
L497	0.651052495588316	0.998190750915127	0	0	0.0226827516796854
L498	0.63110370387661	0.998190750915127	0	0	0.0249440667002298
L499	0.909763794227001	0.999260389225606	0	0	-0.00531892135971595
L500	0.436602797061472	0.997307328883371	0	0	-0.0270614917354181
L502	0.685922174840836	0.99877990475628	0	0	-0.0201103362672121
L503	0.392380430454693	0.997307328883371	0	0	0.0363625521012359
L504	0.699603880487869	0.999019844983242	0	0	0.0107722521679421
L505	0.787169304640585	0.999260389225606	0	0	-0.0114848792694491
L506	0.967360242785828	0.999260389225606	0	0	0.00207551552920428
L507	0.658925963667812	0.998190750915127	0	0	0.0164846334996397
L508	0.813774881404844	0.999260389225606	0	0	-0.00853238591955833
L509	0.361904025837215	0.997307328883371	0	0	-0.0596621464080608
L510	0.318167119348283	0.997307328883371	0	0	0.0438828894015569
L511	0.794135279764906	0.999260389225606	0	0	-0.0137817971339585
L512	0.326356984324459	0.997307328883371	0	0	-0.0524373622720889
L513	0.451433841588461	0.997307328883371	0	0	0.0191443064063844
L514	0.683659471483625	0.99877990475628	0	0	0.0204714131949312
L515	0.452789888758964	0.997307328883371	0	0	-0.0331496402871473
L516	0.651613488208576	0.998190750915127	0	0	0.0188302769440204
L517	0.727354143811966	0.999019844983242	0	0	-0.018508535197425
L518	0.957796401297157	0.999260389225606	0	0	-0.00266103605265273
L519	0.364716645628154	0.997307328883371	0	0	-0.0365536855570573
L520	0.50751684460049	0.997307328883371	0	0	-0.0190689943345043
L521	0.278740353463926	0.997307328883371	0	0	0.0307635410752915
L522	0.818962014574318	0.999260389225606	0	0	-0.0102585305140531
L523	0.967923538156736	0.999260389225606	0	0	-0.00192473092512795
L524	0.942735461736864	0.999260389225606	0	0	-0.00179148359576768
L525	0.811403213792402	0.999260389225606	0	0	0.0086147971324903
L526	0.688019550709122	0.998928813442192	0	0	-0.021888644242034
L527	0.570064385282984	0.998190750915127	0	0	-0.0250680425129266
L528	0.231326316283448	0.997307328883371	0	0	-0.0475635752580794
L529	0.897449965074442	0.999260389225606	0	0	-0.00514346281369244
L530	0.255929891801595	0.997307328883371	0	0	0.0429130397823028
L531	0.381309552702291	0.997307328883371	0	0	0.035119474706701
L533	0.67084955792121	0.998326473555182	0	0	0.0183210316106116
L534	0.78694180078285	0.999260389225606	0	0	-0.00732218471032985
L535	0.689322434228069	0.999019844983242	0	0	-0.013319304295589
L536	0.140491524958808	0.997307328883371	0	0	-0.0720045489696947
L537	0.70924938886536	0.999019844983242	0	0	-0.0229158160121706
L538	0.278249966503657	0.997307328883371	0	0	-0.0468400480201225
L539	0.696492504112957	0.999019844983242	0	0	0.0174317613023951
L540	0.41095794857641	0.997307328883371	0	0	0.0436478887394413
L541	0.280355064471914	0.997307328883371	0	0	0.0293263603876345
L542	0.758272059348494	0.999019844983242	0	0	0.0133419589273843
L545	0.818571835289634	0.999260389225606	0	0	0.00947015004126943
L546	0.0117872393937756	0.651620536131799	0	0	0.0584527077612326
L547	0.222029442134305	0.997307328883371	0	0	-0.0592657295138276
L548	0.712071688501748	0.999019844983242	0	0	0.00815248236021854
L549	0.59224719037028	0.998190750915127	0	0	0.0276957335544418
L550	0.952987438526692	0.999260389225606	0	0	0.00387349418567041
L551	0.639289302683315	0.998190750915127	0	0	-0.0151953348032328
L552	0.111101610574497	0.993895922031916	0	0	0.125383246348698
L554	0.00347098248055004	0.414115327017715	0	0	-0.0820368622928152
L556	0.685020059754365	0.99877990475628	0	0	-0.0185782957552572
L557	0.783643851452074	0.999260389225606	0	0	0.00897498938431883
L558	0.363353858346907	0.997307328883371	0	0	0.0452052638925941
L560	0.083003690776266	0.965194045820535	0	0	0.0433890297792983
L561	0.343721219578011	0.997307328883371	0	0	0.0412164695342948
L562	0.374286408017512	0.997307328883371	0	0	0.0287110152239649
L563	0.192212645440094	0.997307328883371	0	0	-0.0573720413155695
L565	0.68979435472902	0.999019844983242	0	0	-0.0110303046755896
L566	0.88365338279609	0.999260389225606	0	0	0.0077317950988862
L567	0.517461162723318	0.997307328883371	0	0	-0.0197965512370701
L568	0.905853471126427	0.999260389225606	0	0	0.00557237210417305
L569	0.888446932760849	0.999260389225606	0	0	0.00604141469641487
L570	0.146655632460081	0.997307328883371	0	0	-0.0453716674468428
L571	0.670283954961389	0.998326473555182	0	0	-0.0158437176079072
L572	0.980108458970444	0.999260389225606	0	0	0.000980686603910682
L573	0.578162591709571	0.998190750915127	0	0	0.0278780006553059
L574	0.123200148444469	0.997307328883371	0	0	0.0795248770260538
L575	0.767684173306328	0.999019844983242	0	0	0.0201344772602177
L576	0.117991395489509	0.99550493966881	0	0	0.0397945428833314
L577	0.807283985515528	0.999260389225606	0	0	-0.00712187561013927
L578	0.713792389523162	0.999019844983242	0	0	-0.0114821696380815
L579	0.635751226710128	0.998190750915127	0	0	0.0153824323074489
L581	0.881248098363383	0.999260389225606	0	0	-0.00559551884944276
L582	0.0897493553943295	0.967874506527842	0	0	0.0435586660877409
L584	0.509854088563422	0.997307328883371	0	0	-0.0406939622602579
L585	0.0808434357977462	0.964958811934737	0	0	0.049846434355617
L586	0.710820930205914	0.999019844983242	0	0	-0.0170785753969159
L588	0.844750890369136	0.999260389225606	0	0	-0.00603172742097599
L591	0.46516119346881	0.997307328883371	0	0	-0.0365333605540945
L592	0.0500560801861714	0.894583110021265	0	0	0.0936579274790532
L593	0.614207581022399	0.998190750915127	0	0	-0.0251589314171541
L594	0.546638830545454	0.997307328883371	0	0	-0.0252880291499889
L595	0.651479553032386	0.998190750915127	0	0	0.0355515459400548
L596	0.984350933556206	0.999260389225606	0	0	-0.00055907019341965
L597	0.118582256930241	0.99550493966881	0	0	-0.0504053837172862
L598	0.560351266928779	0.997307328883371	0	0	-0.0225132413912868
L599	0.622148849973401	0.998190750915127	0	0	-0.0170039273226545
L600	0.7240806285668	0.999019844983242	0	0	0.0171157136453391
L601	0.614929887177475	0.998190750915127	0	0	0.0254991420095218
L602	0.868373859789386	0.999260389225606	0	0	0.00582503394175515
L604	0.841424241499096	0.999260389225606	0	0	-0.00797122928346585
L605	0.558617706552211	0.997307328883371	0	0	0.0221178986864742
L606	0.818939933766626	0.999260389225606	0	0	0.00661099133301967
L607	0.621305125580579	0.998190750915127	0	0	-0.0138877925580647
L608	0.825645191965399	0.999260389225606	0	0	0.00686546201606165
L609	0.398206751945947	0.997307328883371	0	0	-0.0436155611017629
L610	0.323388077368049	0.997307328883371	0	0	-0.0425845206716617
L611	0.330189078905054	0.997307328883371	0	0	0.0416123906586792
L612	0.552805966253696	0.997307328883371	0	0	0.0215865082374653
L613	0.88251132562859	0.999260389225606	0	0	-0.00381164089017859
L614	0.989148461972163	0.999260389225606	0	0	0.000469241025283906
L615	0.256015071418997	0.997307328883371	0	0	-0.0585654732706539
L616	0.901599757786122	0.999260389225606	0	0	-0.00816839746618006
L617	0.55656656464645	0.997307328883371	0	0	-0.0217857280577656
L618	0.951768165886375	0.999260389225606	0	0	-0.00337917001515549
L619	0.0791060727926348	0.964644831956385	0	0	0.0444001463216877
L620	0.0481323839568776	0.888817149293449	0	0	-0.058673341598748
L621	0.408754567810382	0.997307328883371	0	0	0.0176861931883802
L622	0.597085891557079	0.998190750915127	0	0	-0.0142930701665395
L623	0.411711077568393	0.997307328883371	0	0	0.0314193547168816
L624	0.194325100894057	0.997307328883371	0	0	-0.0654233699437258
L625	0.160197061826802	0.997307328883371	0	0	-0.054274274054117
L626	0.844274686539794	0.999260389225606	0	0	0.00893444806909598
L627	0.189588345758728	0.997307328883371	0	0	-0.0646518136010965
L628	0.555655281919325	0.997307328883371	0	0	-0.0229168865955203
L629	0.911478337529692	0.999260389225606	0	0	-0.00535591033754967
L630	0.763270252577208	0.999019844983242	0	0	-0.00982659710278326
L632	0.40798368430541	0.997307328883371	0	0	-0.0297622903253404
L633	0.827625690982999	0.999260389225606	0	0	0.00995919142517376
L634	0.219565298819031	0.997307328883371	0	0	-0.0731686230546111
L635	0.907146329574368	0.999260389225606	0	0	-0.00479263125296749
L636	0.942764553157575	0.999260389225606	0	0	-0.00206740223776449
L637	0.56339586336412	0.997475930282698	0	0	0.028045416065739
L638	0.485420827811342	0.997307328883371	0	0	-0.0454430746549654
L639	0.509798693704502	0.997307328883371	0	0	-0.0239358239761749
L640	0.931438086200451	0.999260389225606	0	0	0.0029795802473591
L641	0.886790813090784	0.999260389225606	0	0	-0.00494271348893978
L643	0.462929790632983	0.997307328883371	0	0	-0.0332997083518232
L644	0.0406633537107715	0.880374299133506	0	0	0.0660152777491528
L646	0.78661470747332	0.999260389225606	0	0	0.0132698091957695
L647	0.117824881344608	0.99550493966881	0	0	0.0370584533713428
L648	0.915843157680139	0.999260389225606	0	0	0.00441626225735963
L649	0.447229477513122	0.997307328883371	0	0	-0.0490229579258453
L652	0.202894940243861	0.997307328883371	0	0	0.0555428940759802
L653	0.476630000846043	0.997307328883371	0	0	0.0407570289756018
L654	0.330515757974582	0.997307328883371	0	0	0.0510325388326634
L655	0.903035742907625	0.999260389225606	0	0	-0.00546208984591563
L656	0.0140327041776401	0.66767698092022	0	0	-0.076437750459902
L657	0.29442999118078	0.997307328883371	0	0	-0.0541005876764353
L658	0.104377332771978	0.991207276529044	0	0	-0.0644171712997072
L659	0.412012858189681	0.997307328883371	0	0	-0.0501645292198626
L660	0.356576296641136	0.997307328883371	0	0	-0.0516173283189587
L661	0.652750585012771	0.998190750915127	0	0	0.0166836026631826
L662	0.379893498611033	0.997307328883371	0	0	0.0402534213751897
L663	0.887978715983054	0.999260389225606	0	0	0.0069420969132561
L664	0.658269739212131	0.998190750915127	0	0	0.0170460019573042
L665	0.179343531462873	0.997307328883371	0	0	0.0523727128541673
L666	0.99438911641471	0.999270053930198	0	0	-0.000288327829181202
L668	0.141074885350249	0.997307328883371	0	0	0.0591320659780871
L669	0.869983798945509	0.999260389225606	0	0	-0.00624643888976635
L670	0.849229327880196	0.999260389225606	0	0	-0.0108945739099525
L671	0.618270146786475	0.998190750915127	0	0	-0.0198744559590515
L672	0.235928654613991	0.997307328883371	0	0	-0.0415479651748042
L673	0.609384443488138	0.998190750915127	0	0	0.0230984608705259
L674	0.862494253904461	0.999260389225606	0	0	-0.00781750562016604
L675	0.0188967457991092	0.736790880437064	0	0	0.113101733712322
L676	0.284450521404335	0.997307328883371	0	0	-0.0402662982693645
L678	0.150971067780806	0.997307328883371	0	0	-0.0408448801641115
L679	0.200880046946917	0.997307328883371	0	0	0.0430381881345713
L680	0.0657157970190206	0.937396963348152	0	0	-0.0629871643076129
L681	0.351442627722483	0.997307328883371	0	0	0.0305412785343118
L682	0.739994279824976	0.999019844983242	0	0	0.0152220896471945
L684	0.844237659642622	0.999260389225606	0	0	-0.00666005013257509
L685	0.143738508385908	0.997307328883371	0	0	-0.0561098098110975
L687	0.386518856665331	0.997307328883371	0	0	0.0556175979222751
L688	0.398964632745539	0.997307328883371	0	0	-0.0354814306374594
L689	0.866138610468821	0.999260389225606	0	0	-0.00695643161967459
L690	0.236762504055276	0.997307328883371	0	0	0.063086646424644
