locus_p	burn_unburnt_p	long_p	K3_p	bu_q	lo_q	K3_q	bu_outl	lo_outl	K_outl	never_outl	efs1	efs2	efs3
L592	0.938088479912581	0.233988013574882	0.0918327878683531	0.999185007410881	0.979020334934881	0.83801363398904	0	0	0	0	0.0359134337183336	0.0221650062320305	-0.158684125849965
L593	0.93421495543757	0.87283158591898	0.136306891829352	0.999185007410881	0.992895057514437	0.89515740033263	0	0	0	0	-0.0345040686873387	-0.00715627800687127	0.134231605983173
L594	0.88143289521994	0.735737909885413	0.310910742034749	0.997986025199379	0.992895057514437	0.946108481653743	0	0	0	0	-0.016336310858907	-0.00847704802471726	0.0911578254313896
L597	0.158750399815773	0.083427329859524	0.47594675228763	0.991462278393732	0.847225899608086	0.946108481653743	0	0	0	0	-0.0183274416496462	-0.0139671815291274	-0.0422884214708852
L598	0.376637374181241	0.704528226754876	0.343592193450727	0.992600216902284	0.992895057514437	0.946108481653743	0	0	0	0	0.0079133653878269	-0.00985722188714537	0.0741246760464201
L600	0.580333426284707	0.480112843419025	0.679466473591396	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	0.00698913048207096	0.00803196359711124	0.0395035892440692
L602	0.709935342381645	0.984993357721921	0.353239279612659	0.996183797410054	0.997467792458587	0.946108481653743	0	0	0	0	0.00750819270180486	0.00341396848653038	-0.069584825939125
L604	0.442281605463331	0.885547366225722	0.43436142386505	0.992600216902284	0.99499429097682	0.946108481653743	0	0	0	0	0.00731619830777517	-0.00635689055934052	0.0628020810839601
L606	0.941234261783379	0.635189308027866	0.711806121749476	0.999185007410881	0.990200147401388	0.946108481653743	0	0	0	0	-0.00587615779477719	0.00371686154420436	0.0247203475336526
L613	0.432897995581208	0.835429474206309	0.863597648536056	0.992600216902284	0.992895057514437	0.953176044071501	0	0	0	0	0.0190618200465322	0.000966890965715973	-0.0147124691987226
L617	0.555608173883701	0.402280725482006	0.466685839967759	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	0.0338923531965601	-0.00898443079153929	-0.0613125223779965
L619	0.860437912425808	0.132679742094266	0.734386867328653	0.997964131263931	0.923821683274182	0.946108481653743	0	0	0	0	-0.012297743475973	0.0126182251647276	0.0192008921260384
L623	0.291351862135004	0.232219926248705	0.48324833361938	0.991462278393732	0.979020334934881	0.946108481653743	0	0	0	0	0.0138367569565687	0.0111344203313217	0.0556363388493317
L624	0.631153736072146	0.139124872981487	0.288965404365212	0.995681981444566	0.931440007290168	0.946108481653743	0	0	0	0	0.0161669084419589	-0.0172222355020157	-0.105160893571928
L628	0.487880468633851	0.497709808160148	0.956000855348295	0.992600216902284	0.989426167016211	0.95717300516806	0	0	0	0	0.0257697552319343	-0.0105836660825612	-0.00874280237230448
L630	0.0749248208918076	0.800225711376992	0.191264297701579	0.991462278393732	0.992895057514437	0.932052220818354	0	0	0	0	0.0571886031288727	0.00241344360506621	-0.0891434949640073
L632	0.39189947883605	0.239603220235495	0.890767717438659	0.992600216902284	0.98183628110727	0.953729025757179	0	0	0	0	-0.0245274552899964	-0.0133953396915194	0.0196553929157701
L635	0.681339053811892	0.913423892440417	0.335154622729617	0.996183797410054	0.997144292221144	0.946108481653743	0	0	0	0	-0.00745619828633291	-0.0056198069320251	0.080286382415358
L641	0.392611314766637	0.924489586855753	0.306292286593834	0.992600216902284	0.997144292221144	0.946108481653743	0	0	0	0	-0.0398848106370661	-0.00223428008072137	0.0799686816575992
L643	0.198855833288379	0.234883715365928	0.591020304948655	0.991462278393732	0.979020334934881	0.946108481653743	0	0	0	0	-0.0572335794380384	-0.0173092548730732	0.0713136781297118
L647	0.989343902201082	0.102916355658707	0.598938526834849	0.999863890745166	0.881860822243033	0.946108481653743	0	0	0	0	-0.0111765989052314	0.0121906665172922	0.027471085506513
L648	0.667969097918983	0.620900611165302	0.795046346675647	0.996183797410054	0.989792101624227	0.948049032672379	0	0	0	0	-0.0186468670162346	-0.00689036575327458	0.0293310063011349
L659	0.410133117548146	0.973147286376345	0.218463998853854	0.992600216902284	0.997144292221144	0.941245587107999	0	0	0	0	-0.00164644649838157	-0.00826623556452532	0.145193673362733
L663	0.15294551738021	0.627951726982877	0.588854423196779	0.991462278393732	0.990200147401388	0.946108481653743	0	0	0	0	0.0685387863483451	0.00594025700241054	-0.0742049760199884
L666	0.911856794865905	0.955870290610793	0.720230332458273	0.999185007410881	0.997144292221144	0.946108481653743	0	0	0	0	-0.00495325868281831	-0.000877322563811361	0.0338907779420397
L673	0.252971509683739	0.193636376934949	0.207591639960097	0.991462278393732	0.964118339735071	0.937166586876595	0	0	0	0	0.0035234013724949	0.0102012203855103	0.106064005270004
L675	0.0991908575137407	0.0352675390575738	0.625746387904393	0.991462278393732	0.674586869902184	0.946108481653743	0	0	0	0	-0.0795620184184909	0.0341380138353499	0.0584785015919719
L676	0.00942218308001074	0.854371281362503	0.278020392335969	0.991462278393732	0.992895057514437	0.946108481653743	0	0	0	0	0.0864481307326626	-0.00412741648534454	-0.0940861390447278
L678	0.909431354933857	0.201911636665133	0.891831094466888	0.999185007410881	0.970711845795443	0.953729025757179	0	0	0	0	0.0032772188500936	-0.0124862223574868	-0.0071287775782582
L679	0.955245643738364	0.314425318653664	0.662929443483108	0.999185007410881	0.989426167016211	0.946108481653743	0	0	0	0	-0.0098672848019709	0.0099022362481224	0.0315159119064135
L681	0.573044257073992	0.448582945671106	0.66874749862738	0.992600216902284	0.989426167016211	0.946108481653743	0	0	0	0	-0.0251968430371549	0.00834298248174166	0.0345700972716786
L684	0.0572947861319404	0.816779749739143	0.960581757052327	0.991462278393732	0.992895057514437	0.95717300516806	0	0	0	0	0.0600738978737997	-0.00150060076555572	-0.0182907243462023
L685	0.662474366638503	0.352756521620287	0.166121789720778	0.996183797410054	0.989426167016211	0.918616016276776	0	0	0	0	-0.0107925399417258	-0.0150713051466601	0.101335362079471
L694	0.0914525780958216	0.106776757085067	0.665552110311473	0.991462278393732	0.888218709151451	0.946108481653743	0	0	0	0	-0.0279086033841269	-0.0116179250808825	-0.0179588038260161
L695	0.0574623997253292	0.366354252002281	0.592006914590909	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	-0.0518022281628737	0.0187269270999114	-0.0365731777395576
L706	0.697497073529105	0.700257889324489	0.203194573347065	0.996183797410054	0.992895057514437	0.937166586876595	0	0	0	0	-0.0132301424222906	-0.00984509212975883	0.104603465461744
L707	0.199747451214664	0.72782344175658	0.558569414950245	0.991462278393732	0.992895057514437	0.946108481653743	0	0	0	0	0.0503062102049434	-0.00529745795852906	-0.0563613532203695
L709	0.990563750443801	0.770905182744827	0.718937507300274	0.999863890745166	0.992895057514437	0.946108481653743	0	0	0	0	0.00880698449280455	0.00627531895998055	-0.0405291645823486
L710	0.00555022362423885	0.221087005174133	0.560856855573772	0.991462278393732	0.979020334934881	0.946108481653743	0	0	0	0	0.0612016262486477	-0.0194728623777531	0.0269186990892632
L713	0.775583417610576	0.183300595483045	0.776113147713013	0.996183797410054	0.957764455761902	0.9461156509085	0	0	0	0	0.00607194591763091	-0.0151026323235683	0.0201915442914945
L715	0.486396958043226	0.767510023301805	0.103255764542497	0.992600216902284	0.992895057514437	0.85143909253339	0	0	0	0	-0.064699546934093	-0.000125848065285202	0.166198549892471
L719	0.769618555435016	0.00555284728323412	0.593452632759062	0.996183797410054	0.349816180258273	0.946108481653743	0	0	0	0	0.0198392994997214	-0.0224573142049259	-0.0285780100361188
L722	0.561875630196265	0.559574411949879	0.993530846775757	0.992600216902284	0.989426167016211	0.958733110854762	0	0	0	0	-0.0116334638633666	-0.00458445215386183	0.00321155458373485
L724	0.227494256540532	0.208954047963245	0.87788712672051	0.991462278393732	0.971470373946828	0.953729025757179	0	0	0	0	0.0390373038925631	0.015124012145899	-0.0261601406178708
L725	0.914488995235481	0.183011599147465	0.104268762804741	0.999185007410881	0.957764455761902	0.85143909253339	0	0	0	0	-0.0276572779525779	0.00861974169772737	0.106088030687525
L729	0.74622338241361	0.98280249902795	0.445358334669403	0.996183797410054	0.997467792458587	0.946108481653743	0	0	0	0	-0.0333215185593118	-0.00270610781869562	0.0880948065875044
L739	0.515956656990624	0.859272813676141	0.140569414875276	0.992600216902284	0.992895057514437	0.89853336035551	0	0	0	0	0.039349631720033	0.0044908317966876	-0.103816174862377
L741	0.111197012409878	0.512263072409306	0.40600315347955	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	0.0480723010617441	0.00558149035269751	-0.0635777943059372
L744	0.620820323924568	0.380826402893743	0.904178313724665	0.99492562108115	0.989426167016211	0.953729025757179	0	0	0	0	0.0119466005230033	0.00866663154646567	-0.0127092564084814
L746	0.549721387086797	0.0481651837984495	0.683589970938939	0.992600216902284	0.742341076093664	0.946108481653743	0	0	0	0	-0.0176370308751889	-0.022723099590243	0.0385316759204245
L753	0.105825532982357	0.63960404837799	0.874310307856205	0.991462278393732	0.990407277405438	0.953729025757179	0	0	0	0	-0.0345277389335885	-0.00179045081091094	0.0173737510144897
L754	0.0730312987526862	0.705595339717249	0.276492298769436	0.991462278393732	0.992895057514437	0.946108481653743	0	0	0	0	-0.107123599192635	-0.00595515258495006	0.151049290022422
L755	0.0750270378766601	0.389441001588491	0.274452966397262	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	0.049227952661352	0.0069459160461113	-0.0720756628675023
L759	0.373757933099106	0.988137685776081	0.382752137231335	0.992600216902284	0.997467792458587	0.946108481653743	0	0	0	0	0.0290058499497403	0.000657541166004443	-0.0522502692949944
L764	0.111430029023416	0.3449002908291	0.666551500078744	0.991462278393732	0.989426167016211	0.946108481653743	0	0	0	0	0.057654925339262	-0.0136627656809758	-0.044169694942065
L768	0.775414104359844	0.801260312359401	0.426625257027769	0.996183797410054	0.992895057514437	0.946108481653743	0	0	0	0	0.0132640770909141	0.000270171440014764	-0.0973559317851896
L770	0.742664041858934	0.940123888386649	0.868053412548213	0.996183797410054	0.997144292221144	0.953222385159427	0	0	0	0	0.0142279332569154	0.000793747945560822	-0.0180708938805089
L771	0.389897078726643	0.0536741179187488	0.786284595361845	0.992600216902284	0.75652106906342	0.947368710412278	0	0	0	0	0.0098301316887001	0.0159882175455061	0.0106552538754913
L777	0.72045927126284	0.950152002314107	0.777423408866496	0.996183797410054	0.997144292221144	0.946455848409185	0	0	0	0	-0.0223082190195905	-0.00121209968827146	0.036339246915469
L778	0.918567646195879	0.138677040883751	0.766843928007599	0.999185007410881	0.93082300988326	0.946108481653743	0	0	0	0	-0.00183470588141676	0.0165012210660777	-0.0224845088595278
L782	0.8646234908686	0.0319486430644881	0.344526725915873	0.997964131263931	0.65989210927262	0.946108481653743	0	0	0	0	0.00618183534975864	0.0275047396383908	-0.0747824469956361
L784	0.280080432209796	0.368673015840885	0.0459812967646138	0.991462278393732	0.989426167016211	0.738117957350749	0	0	0	0	-0.0156251219115741	0.00255033901679334	0.202047689719265
L785	0.875249884087626	0.738262004885091	0.302639710273599	0.997964131263931	0.992895057514437	0.946108481653743	0	0	0	0	-0.0146454902623863	-0.00756368131272218	0.082328836340931
